id,name,abv,ibu,target_fg,target_og,ebc,srm,ph,attenuation_level,volume,boil_volume,method,ingredients,food_pairing
74,Eurotrash,4.1,52.0,1010.0,1041.0,17.0,8.5,5.2,76.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Fermented with Belgian yeast for signature character'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.38, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 6.3, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 3522 - Belgian Ardennes™'}","['Grilled fish salad', 'Angelfood cake', 'Pad Thai']"
75,Never Mind The Anabolics,6.5,35.0,1012.0,1050.0,23.0,11.5,4.4,76.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 18, 'unit': 'celsius'}}, 'twist': 'Lycii Berries: 7.5g at end, Ginseng: 5.625g at end, Guarana: 25g at end, Kolabu: 25g at end, Gingko: 6.25g at end, Matcha Tea: 12.5g at end, Maca Powder: 16.25g at end'}","{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 4.38, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Motueka', 'amount': {'value': 18.75, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Grilled chicken salad with bacon and avocado', 'Red pepper houmous and flat bread', 'Matcha green tea cake']"
76,#Mashtag 2013,7.5,50.0,1013.0,1070.0,40.0,20.0,4.4,81.4,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Roasted Hazelnuts: 25g in Tank (FV), Almonds: 12.5g in Tank (FV), Oak Chips: 25g in Tank (FV)'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.44, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Magnum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Roast beef', 'Roasted butternut squash', 'Hazelnut brittle']"
77,Hobo Pop,4.2,50.0,1010.0,1042.0,30.0,15.0,4.4,76.2,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.06, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Mozzarella and tomato baked chicken', 'Spiced shrimp salad', 'Strawberry cheescake']"
78,AB:18,11.8,80.0,1020.0,1096.0,115.0,57.5,5.2,79.2,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 69, 'unit': 'celsius'}, 'duration': 45}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': 'Age in rum barrels, Tayberries: 500g, Purple Raspberries: 500g'}","{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 8.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.93, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.44, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.11, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.11, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.94, 'unit': 'kilograms'}}], 'hops': [{'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Kippers and poached eggs', 'Slow cooked lamb shoulder with mint sauce', 'Apple and blackcurrant cobbler']"
79,Hops Kill Nazis,7.6,70.0,1015.0,1073.0,59.0,29.5,4.4,79.5,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 4.82, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 2.5, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.96, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 178, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Candied almond and blue cheese rocket salad', 'Chicken Tikka Madras', 'Pecan pie']"
80,AB:04,15.0,80.0,1018.0,1113.0,400.0,200.0,4.0,84.1,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 63, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Add chillies, cacoa and naga chillies to the cold conditioning'}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 10, 'unit': 'kilograms'}}, {'name': 'Wheat Malt', 'amount': {'value': 0.94, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 1.88, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.94, 'unit': 'kilograms'}}, {'name': 'Black Patent', 'amount': {'value': 0.94, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Coffee Beans', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Beef mahaca on corn tortillas', 'Chilli and dark chocolate tart', 'Epoisses cheese']"
81,India Session Lager - Prototype Challenge,4.4,35.0,1007.0,1040.0,12.0,6.0,4.4,79.5,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 10, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.25, 'unit': 'kilograms'}}, {'name': 'Dextrin Malt', 'amount': {'value': 0.38, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 63, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 63, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 63, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 2007 - Pilsen Lager™'}","['Tomato and rosemary palmiers', 'Bratwurst with sauerkraut', 'Lemon drizzle cake']"
82,Hopped-Up Brown Ale - Prototype Challenge,6.3,85.0,1015.0,1063.0,24.0,12.0,4.2,82.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 47, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'FV', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Butternut squash and sage soup', 'Roast beef and horseradish sandwich', 'Fudge']"
83,Comet,7.2,70.0,1012.0,1067.0,30.0,15.0,4.4,82.1,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.65, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Comet', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Comet', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Comet', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Comet', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Margherita pizza with chili flakes', 'Spicy Thai peanut satay', 'Panna cotta with a grapefruit tuile']"
84,Baby Saison - B-Sides,3.6,9.0,1004.0,1032.0,2.0,1.0,4.4,88.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}, {'temp': {'value': 72, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 78, 'unit': 'celsius'}, 'duration': 5}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 5.4, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.05, 'unit': 'kilograms'}}], 'hops': [{'name': 'Sorachi Ace', 'amount': {'value': 6.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Sorachi Ace', 'amount': {'value': 6.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 6.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 6.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3711 - French Saison™'}","['Pork chop with rosemary chips', 'Steak tartare', 'Belgian waffles']"
85,Santa Paws,4.5,35.0,1013.0,1048.0,44.0,22.0,4.4,72.9,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 1.75, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.44, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.56, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.56, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Weyermann Beech Smoked', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Hallertauer Mittelfrüh', 'amount': {'value': 6.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['French onion soup', 'Braised pheasant', 'Caramel sauce and hot fudge']"
86,Original Dogma (Née Speedball),7.8,60.0,1012.0,1071.3,31.0,15.5,4.3,83.2,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Herb and honey addition'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.5, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.05, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.08, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Bobek', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Guarana Powder', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Kola Nut Powder', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Poppy Seed', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Heather Honey', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Safale US-05'}","['Spicy seafood stew', 'French onion soup', 'Mexican wedding cake (cookies)']"
87,Alpha Pop,4.5,30.0,1011.0,1045.0,25.0,12.5,4.4,75.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.69, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.16, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Columbus', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Spicy lamb tikka masala', 'Spicy beef and Mexican black bean burger', 'Poached cinnamon apple muffins']"
88,Bavarian Weizen,6.3,55.0,1012.0,1060.0,30.0,15.0,4.4,80.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.58, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'WLP351 - Bavarian Weizen'}","['Spicy paella', 'German bratwurst with spicy mustard dip and vinaigrette salad', 'Creamy eggs benedict']"
89,Citra,7.5,70.0,1013.0,1068.0,30.0,15.0,4.4,82.1,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.38, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Citra', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Citra', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Lemon and herb salmon', 'Sharp cheddar with mango chutney', 'Shredded chicken tacos with pico de gallo']"
90,#Mashtag 2015,10.0,85.0,1020.0,1098.0,130.0,65.0,4.4,79.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Oak Chips: 38.5g at FV, Vanilla Pods at FV'}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.35, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.77, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.96, 'unit': 'kilograms'}}, {'name': 'Special W', 'amount': {'value': 0.29, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nugget', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 38.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 38.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 38.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Willamette', 'amount': {'value': 38.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Charcuterie platter (featuring Italian salami)', 'Blue cheese wedge salad', 'Rich dark chocolate volcano cake']"
